日期,股票,收盤價
2026-03-26,AAPL,251.64
2026-03-26,MSFT,372.74
2026-03-26,GOOGL,290.44
2026-03-26,NVDA,175.2
2026-03-26,XOM,165.38
2026-03-26,CVX,206.79
2026-03-26,JPM,292.4
2026-03-26,GS,835.72
2026-03-26,LMT,610.17
2026-03-26,BA,196.42
2026-03-26,TSLA,383.03
2026-03-26,^DJI,46124.0586
