日期,股票,即時價,開盤,最高,最低,收盤,成交量
2026-03-25 23:57:39,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-25 23:57:40,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-25 23:57:40,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-25 23:57:40,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-25 23:57:41,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-25 23:57:42,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-25 23:57:42,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-25 23:57:43,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-25 23:57:43,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-25 23:57:44,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-25 23:57:45,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-25 23:57:45,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 00:07:46,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 00:07:46,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 00:07:46,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 00:07:47,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 00:07:47,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 00:07:48,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 00:07:48,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 00:07:49,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 00:07:49,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 00:07:50,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 00:07:50,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 00:07:51,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 00:17:51,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 00:17:52,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 00:17:52,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 00:17:53,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 00:17:53,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 00:17:54,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 00:17:54,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 00:17:55,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 00:17:55,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 00:17:56,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 00:17:56,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 00:17:56,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 00:27:57,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 00:27:58,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 00:27:58,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 00:27:58,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 00:27:59,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 00:27:59,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 00:28:00,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 00:28:00,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 00:28:01,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 00:28:01,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 00:28:02,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 00:28:02,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 00:38:03,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 00:38:03,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 00:38:04,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 00:38:04,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 00:38:05,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 00:38:05,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 00:38:06,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 00:38:06,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 00:38:07,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 00:38:07,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 00:38:08,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 00:38:08,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 00:48:09,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 00:48:09,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 00:48:09,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 00:48:10,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 00:48:10,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 00:48:11,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 00:48:11,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 00:48:12,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 00:48:12,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 00:48:13,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 00:48:13,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 00:48:14,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 00:58:14,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 00:58:14,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 00:58:15,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 00:58:15,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 00:58:16,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 00:58:16,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 00:58:17,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 00:58:17,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 00:58:18,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 00:58:18,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 00:58:19,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 00:58:19,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 01:08:20,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 01:08:20,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 01:08:20,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 01:08:21,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 01:08:21,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 01:08:22,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 01:08:22,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 01:08:23,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 01:08:23,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 01:08:24,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 01:08:24,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 01:08:25,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 01:18:25,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 01:18:26,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 01:18:26,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 01:18:26,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 01:18:27,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 01:18:27,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 01:18:28,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 01:18:28,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 01:18:29,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 01:18:29,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 01:18:30,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 01:18:30,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
2026-03-26 01:28:31,AAPL,252.57000732421875,254.02000427246094,254.97999572753906,251.60000610351562,252.6199951171875,27690948.0
2026-03-26 01:28:31,MSFT,371.0299987792969,376.9200134277344,377.05999755859375,369.6300048828125,371.0400085449219,30437226.0
2026-03-26 01:28:32,GOOGL,290.9200134277344,293.44000244140625,296.0,289.239990234375,290.92999267578125,29331608.0
2026-03-26 01:28:32,NVDA,178.6699981689453,177.10000610351562,181.21499633789062,176.86000061035156,178.67999267578125,162047260.0
2026-03-26 01:28:33,XOM,163.25999450683594,163.8699951171875,164.99940490722656,162.92999267578125,163.25999450683594,16899073.0
2026-03-26 01:28:33,CVX,205.13999938964844,206.0,207.24000549316406,204.66000366210938,205.14999389648438,7807355.0
2026-03-26 01:28:34,JPM,295.4700012207031,294.1499938964844,297.6400146484375,292.44000244140625,295.4200134277344,12163728.0
2026-03-26 01:28:34,GS,841.9000244140625,845.010009765625,854.75,833.9000854492188,841.8400268554688,1581118.0
2026-03-26 01:28:34,LMT,624.219970703125,612.5,626.9299926757812,612.4199829101562,624.2000122070312,1189395.0
2026-03-26 01:28:35,BA,199.64999389648438,198.19000244140625,200.7449951171875,198.00010681152344,199.61000061035156,4327393.0
2026-03-26 01:28:35,TSLA,385.94000244140625,389.989990234375,396.2200012207031,385.010009765625,385.95001220703125,54787532.0
2026-03-26 01:28:36,^DJI,46430.48046875,46314.23828125,46718.421875,46196.91015625,46429.48828125,462991321.0
